# date, vza, vaa, sza, saa, lat, lon, sat_flag, hv, vv
2017/11/14 17:06,42.8470611572,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0320496335626,0.139256030321
2017/11/18 05:26,36.1688690186,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0093363430351,0.0602849274874
2017/11/20 17:06,42.7512245178,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0168360527605,0.113139741123
2017/11/24 05:26,36.0557594299,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0156609527767,0.0570570640266
2017/11/25 05:17,44.7260513306,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.00986702740192,0.038351982832
2017/11/26 17:06,42.8385696411,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0264225844294,0.121646478772
2017/11/30 05:26,36.5454216003,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.030081320554,0.067713804543
2017/12/01 05:17,45.4225158691,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0102738235146,0.0559303611517
2017/12/02 17:06,42.7761802673,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0347776822746,0.138907894492
2017/12/06 05:26,36.3809318542,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0249402094632,0.109456926584
2017/12/07 05:17,44.8769950867,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0244139768183,0.0769449993968
2017/12/08 17:06,42.7909736633,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0245575495064,0.0908064246178
2017/12/12 05:26,36.3500900269,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.027226453647,0.129376828671
2017/12/13 05:17,45.3924942017,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.00942673534155,0.0518352538347
2017/12/14 17:06,42.837348938,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.045987803489,0.180732294917
2017/12/18 05:26,36.7525062561,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0198858659714,0.0903672501445
2017/12/19 05:17,44.6445007324,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.00589716993272,0.0280061773956
2017/12/20 17:06,42.7453155518,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0151294087991,0.0971401259303
2017/12/24 05:26,36.2144355774,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0377747118473,0.0626503229141
2017/12/25 05:17,44.0052680969,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0207549296319,0.048518884927
2017/12/26 17:06,42.7205276489,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0270174480975,0.0817539542913
2017/12/30 05:26,35.639465332,0.0,0.0,0.0,48.2494392395,11.7199306488,S1B,0.0246006753296,0.0864664688706
2017/12/31 05:17,44.9357681274,0.0,0.0,0.0,48.2494392395,11.7199306488,S1A,0.0397750921547,0.0777032449841
